physician_id,physician_specialty,physician_state,payment_date,payment_amount,payment_type,paying_company
PHY00104,Neurology,PA,2025-04-27,1147.77,Travel & Lodging,Acme Pharma
PHY00010,Oncology,NY,2025-02-08,147.32,Royalty,BioGen Solutions
PHY00219,Psychiatry,NC,2024-03-06,1028.6,Meal,MedCore Ltd
PHY00086,Endocrinology,CA,2024-08-21,117.71,Speaker Fee,NovaHealth Inc
PHY00054,Neurology,FL,2024-01-12,95.4,Speaker Fee,Acme Pharma
PHY00377,Neurology,MI,2024-01-20,532.69,Travel & Lodging,MedCore Ltd
PHY00243,Neurology,IL,2024-03-10,91.78,Meal,NovaHealth Inc
PHY00024,Psychiatry,PA,2024-08-14,19.83,Speaker Fee,Acme Pharma
PHY00230,Pulmonology,NC,2025-04-13,148.5,Consulting Fee,BioGen Solutions
PHY00071,Oncology,TX,2025-05-30,59.33,Research Payment,NovaHealth Inc
PHY00003,Pulmonology,CA,2025-12-28,187.98,Meal,MedCore Ltd
PHY00376,Neurology,OH,2025-06-19,167.3,Speaker Fee,NovaHealth Inc
PHY00082,Neurology,IL,2024-06-07,74.38,Research Payment,MedCore Ltd
PHY00030,Neurology,TX,2024-11-09,388.8,Royalty,Acme Pharma
PHY00415,Endocrinology,GA,2025-12-04,15.41,Royalty,BioGen Solutions
PHY00113,Psychiatry,OH,2024-07-01,381.26,Consulting Fee,NovaHealth Inc
PHY00319,General Practice,IL,2025-09-19,618.76,Royalty,Acme Pharma
PHY00161,General Practice,TX,2025-02-04,705.33,Royalty,MedCore Ltd
PHY00148,Endocrinology,GA,2024-02-16,186.46,Royalty,MedCore Ltd
PHY00075,Pulmonology,GA,2024-05-16,77.38,Speaker Fee,MedCore Ltd
PHY00325,Rheumatology,IL,2025-05-19,375.18,Travel & Lodging,Acme Pharma
PHY00107,Rheumatology,CA,2025-09-16,259.41,Royalty,NovaHealth Inc
PHY00118,Rheumatology,MI,2025-12-10,25.15,Research Payment,BioGen Solutions
PHY00426,Pulmonology,NY,2025-06-30,300.17,Royalty,NovaHealth Inc
PHY00499,Cardiology,CA,2025-08-03,157.18,Consulting Fee,Acme Pharma
PHY00074,Oncology,CA,2025-12-04,396.28,Research Payment,MedCore Ltd
PHY00070,Rheumatology,FL,2025-08-24,313.19,Speaker Fee,BioGen Solutions
PHY00129,Neurology,CA,2024-11-08,155.38,Meal,NovaHealth Inc
PHY00297,Rheumatology,NY,2024-06-30,140.16,Consulting Fee,BioGen Solutions
PHY00084,Psychiatry,NC,2025-10-25,161.53,Consulting Fee,MedCore Ltd
PHY00213,Pulmonology,NC,2025-02-11,216.98,Meal,BioGen Solutions
PHY00163,Psychiatry,NC,2024-08-07,191.63,Royalty,MedCore Ltd
PHY00394,Psychiatry,OH,2025-02-03,169.93,Research Payment,NovaHealth Inc
PHY00044,Psychiatry,OH,2024-08-15,1606.36,Travel & Lodging,MedCore Ltd
PHY00338,Endocrinology,CA,2024-09-06,23.63,Speaker Fee,Acme Pharma
PHY00475,Endocrinology,GA,2025-06-02,626.7,Royalty,BioGen Solutions
PHY00399,Psychiatry,TX,2025-11-02,329.14,Research Payment,NovaHealth Inc
PHY00154,Endocrinology,OH,2025-05-06,271.73,Royalty,Acme Pharma
PHY00165,Oncology,FL,2024-11-09,89.54,Consulting Fee,BioGen Solutions
PHY00371,Neurology,CA,2025-01-18,509.27,Meal,Acme Pharma
PHY00445,Neurology,TX,2025-02-28,91.13,Royalty,BioGen Solutions
PHY00289,Cardiology,NC,2025-08-15,200.94,Research Payment,Acme Pharma
PHY00354,Psychiatry,IL,2024-01-28,171.63,Royalty,Acme Pharma
PHY00017,Neurology,MI,2025-09-01,293.76,Royalty,NovaHealth Inc
PHY00198,Neurology,NC,2025-09-01,53.54,Speaker Fee,NovaHealth Inc
PHY00112,General Practice,IL,2024-02-26,228.24,Speaker Fee,NovaHealth Inc
PHY00098,Neurology,PA,2024-05-23,2046.39,Royalty,MedCore Ltd
PHY00344,Oncology,CA,2024-10-20,70.72,Meal,BioGen Solutions
PHY00138,Cardiology,GA,2025-09-02,112.71,Meal,NovaHealth Inc
PHY00383,Neurology,TX,2024-03-08,93.78,Royalty,MedCore Ltd
PHY00214,General Practice,FL,2025-10-16,360.57,Royalty,MedCore Ltd
PHY00092,Neurology,NC,2025-01-15,180.76,Consulting Fee,MedCore Ltd
PHY00058,Cardiology,IL,2024-01-26,2195.82,Royalty,BioGen Solutions
PHY00456,Endocrinology,MI,2024-02-13,2759.37,Consulting Fee,NovaHealth Inc
PHY00500,Neurology,FL,2024-08-14,350.2,Consulting Fee,BioGen Solutions
PHY00178,Endocrinology,GA,2025-03-02,99.27,Travel & Lodging,Acme Pharma
PHY00307,Neurology,FL,2025-05-18,1124.12,Research Payment,Acme Pharma
PHY00072,Oncology,MI,2025-07-20,104.71,Consulting Fee,BioGen Solutions
PHY00399,Psychiatry,TX,2024-08-25,56.66,Meal,NovaHealth Inc
PHY00268,Psychiatry,NC,2025-01-20,281.82,Travel & Lodging,Acme Pharma
PHY00259,Psychiatry,MI,2024-10-09,163.74,Research Payment,MedCore Ltd
PHY00380,Cardiology,PA,2025-11-18,150.75,Travel & Lodging,Acme Pharma
PHY00260,Endocrinology,MI,2024-12-31,251.91,Consulting Fee,BioGen Solutions
PHY00109,Rheumatology,IL,2025-06-16,1332.3,Royalty,Acme Pharma
PHY00162,Cardiology,NY,2024-09-16,86.98,Research Payment,Acme Pharma
PHY00131,Neurology,IL,2024-12-18,378.51,Meal,Acme Pharma
PHY00404,Cardiology,NC,2025-10-27,308.98,Research Payment,MedCore Ltd
PHY00477,Cardiology,MI,2024-09-21,160.16,Meal,NovaHealth Inc
PHY00434,Psychiatry,FL,2025-10-07,73.12,Travel & Lodging,NovaHealth Inc
PHY00431,Cardiology,GA,2024-12-29,960.88,Meal,Acme Pharma
PHY00213,Pulmonology,NC,2025-12-28,1160.25,Meal,NovaHealth Inc
PHY00474,Neurology,OH,2024-10-03,238.07,Meal,MedCore Ltd
PHY00218,Pulmonology,OH,2024-07-08,119.34,Speaker Fee,Acme Pharma
PHY00307,Neurology,FL,2024-12-03,1753.3,Speaker Fee,BioGen Solutions
PHY00441,Cardiology,NY,2024-10-05,39.56,Research Payment,MedCore Ltd
PHY00139,General Practice,TX,2024-10-15,1088.57,Meal,Acme Pharma
PHY00272,Psychiatry,NC,2024-03-06,80.82,Meal,MedCore Ltd
PHY00001,General Practice,IL,2025-10-01,447.91,Travel & Lodging,MedCore Ltd
PHY00442,Psychiatry,NY,2024-05-22,840.85,Royalty,MedCore Ltd
PHY00460,Endocrinology,NC,2025-02-04,50.4,Consulting Fee,BioGen Solutions
PHY00252,Cardiology,NC,2024-07-25,400.13,Travel & Lodging,BioGen Solutions
PHY00407,Rheumatology,GA,2025-03-18,183.18,Travel & Lodging,NovaHealth Inc
PHY00376,Neurology,OH,2025-07-11,923.8,Royalty,BioGen Solutions
PHY00147,Endocrinology,CA,2025-06-25,211.78,Royalty,BioGen Solutions
PHY00084,Psychiatry,NC,2024-10-07,150.39,Royalty,BioGen Solutions
PHY00150,Psychiatry,TX,2024-03-23,225.68,Royalty,BioGen Solutions
PHY00387,Endocrinology,NC,2025-03-01,673.24,Research Payment,BioGen Solutions
PHY00206,Pulmonology,OH,2024-03-03,443.3,Consulting Fee,BioGen Solutions
PHY00124,General Practice,FL,2025-01-09,3426.97,Meal,NovaHealth Inc
PHY00120,Pulmonology,PA,2025-03-12,463.33,Research Payment,MedCore Ltd
PHY00424,Endocrinology,IL,2025-04-09,25.48,Travel & Lodging,Acme Pharma
PHY00227,Pulmonology,NY,2024-11-29,171.48,Royalty,Acme Pharma
PHY00196,Oncology,CA,2024-03-08,58.11,Research Payment,NovaHealth Inc
PHY00369,Endocrinology,NY,2025-03-07,53.1,Royalty,MedCore Ltd
PHY00035,Rheumatology,NC,2025-07-29,373.93,Research Payment,Acme Pharma
PHY00304,Rheumatology,IL,2024-10-02,1302.18,Research Payment,BioGen Solutions
PHY00172,Pulmonology,IL,2024-07-19,336.36,Consulting Fee,NovaHealth Inc
PHY00216,Pulmonology,FL,2025-04-24,528.64,Consulting Fee,MedCore Ltd
PHY00301,Cardiology,GA,2024-12-08,27.88,Meal,NovaHealth Inc
PHY00047,Psychiatry,NC,2025-06-10,107.18,Consulting Fee,BioGen Solutions
PHY00026,Rheumatology,MI,2025-08-27,1364.58,Travel & Lodging,MedCore Ltd
PHY00311,Psychiatry,TX,2025-03-30,176.65,Meal,MedCore Ltd
PHY00260,Endocrinology,MI,2025-02-09,83.5,Travel & Lodging,BioGen Solutions
PHY00361,Neurology,IL,2025-08-06,80.07,Royalty,NovaHealth Inc
PHY00214,General Practice,FL,2025-10-26,644.11,Travel & Lodging,MedCore Ltd
PHY00362,Cardiology,MI,2025-03-24,313.33,Consulting Fee,Acme Pharma
PHY00109,Rheumatology,IL,2025-02-27,11.93,Meal,MedCore Ltd
PHY00177,Endocrinology,NC,2025-10-14,42.95,Research Payment,NovaHealth Inc
PHY00049,Rheumatology,PA,2024-10-28,136.73,Research Payment,Acme Pharma
PHY00433,Pulmonology,GA,2025-12-04,620.51,Royalty,NovaHealth Inc
PHY00363,Cardiology,MI,2025-01-16,661.95,Consulting Fee,Acme Pharma
PHY00017,Neurology,MI,2025-07-24,121.73,Consulting Fee,BioGen Solutions
PHY00397,Psychiatry,PA,2025-12-04,151.57,Consulting Fee,MedCore Ltd
PHY00108,Neurology,FL,2024-01-19,111.78,Meal,MedCore Ltd
PHY00456,Endocrinology,MI,2024-04-18,36.69,Research Payment,NovaHealth Inc
PHY00103,Oncology,IL,2024-09-06,716.26,Research Payment,MedCore Ltd
PHY00153,Cardiology,NY,2024-06-22,291.15,Speaker Fee,NovaHealth Inc
PHY00450,Rheumatology,CA,2024-11-19,117.01,Royalty,Acme Pharma
PHY00127,Oncology,NY,2025-02-23,84.29,Meal,MedCore Ltd
PHY00084,Psychiatry,NC,2024-04-22,169.31,Consulting Fee,MedCore Ltd
PHY00378,Cardiology,MI,2025-10-16,130.12,Research Payment,Acme Pharma
PHY00202,Psychiatry,FL,2025-03-25,1490.67,Travel & Lodging,BioGen Solutions
PHY00461,Oncology,PA,2024-09-22,62.24,Consulting Fee,Acme Pharma
PHY00039,Cardiology,GA,2025-06-23,246.7,Travel & Lodging,MedCore Ltd
PHY00454,Rheumatology,TX,2025-10-28,314.79,Travel & Lodging,MedCore Ltd
PHY00350,General Practice,OH,2024-10-22,1851.9,Speaker Fee,Acme Pharma
PHY00425,Psychiatry,TX,2024-09-24,209.72,Research Payment,BioGen Solutions
PHY00474,Neurology,OH,2024-12-22,25.58,Research Payment,NovaHealth Inc
PHY00049,Rheumatology,PA,2024-05-06,1117.5,Consulting Fee,NovaHealth Inc
PHY00284,General Practice,IL,2024-10-03,86.54,Royalty,BioGen Solutions
PHY00146,General Practice,CA,2025-02-23,58.42,Research Payment,NovaHealth Inc
PHY00122,Pulmonology,FL,2024-01-30,737.29,Meal,MedCore Ltd
PHY00354,Psychiatry,IL,2025-03-26,3391.37,Consulting Fee,BioGen Solutions
PHY00023,Oncology,NC,2024-12-25,46.79,Travel & Lodging,MedCore Ltd
PHY00160,Neurology,MI,2024-04-27,844.76,Speaker Fee,MedCore Ltd
PHY00156,Oncology,MI,2024-01-07,945.81,Meal,Acme Pharma
PHY00056,Neurology,PA,2024-07-11,203.29,Speaker Fee,MedCore Ltd
PHY00402,Neurology,TX,2025-02-22,410.22,Travel & Lodging,BioGen Solutions
PHY00479,Cardiology,NY,2025-04-19,32.46,Royalty,MedCore Ltd
PHY00325,Rheumatology,IL,2025-01-26,93.03,Speaker Fee,MedCore Ltd
PHY00116,Neurology,IL,2025-03-15,237.06,Meal,Acme Pharma
PHY00365,General Practice,CA,2025-03-09,342.47,Research Payment,NovaHealth Inc
PHY00376,Neurology,OH,2024-12-09,471.32,Meal,NovaHealth Inc
PHY00155,Pulmonology,CA,2025-03-05,246.58,Royalty,BioGen Solutions
PHY00448,Rheumatology,IL,2024-08-21,35.56,Research Payment,BioGen Solutions
PHY00245,General Practice,NY,2025-06-25,83.12,Speaker Fee,Acme Pharma
PHY00122,Pulmonology,FL,2024-05-04,45.4,Travel & Lodging,BioGen Solutions
PHY00134,Pulmonology,OH,2025-12-08,42.79,Speaker Fee,MedCore Ltd
PHY00201,General Practice,CA,2025-01-03,311.77,Royalty,MedCore Ltd
PHY00401,Psychiatry,NY,2024-04-18,96.21,Royalty,MedCore Ltd
PHY00069,Neurology,GA,2024-06-13,5764.71,Research Payment,NovaHealth Inc
PHY00309,Psychiatry,GA,2025-01-13,28.03,Travel & Lodging,BioGen Solutions
PHY00042,General Practice,TX,2024-12-19,95.07,Consulting Fee,Acme Pharma
PHY00430,Neurology,PA,2025-01-17,116.16,Meal,Acme Pharma
PHY00300,Psychiatry,MI,2024-05-18,22.76,Meal,BioGen Solutions
PHY00280,Oncology,MI,2025-09-28,600.34,Travel & Lodging,Acme Pharma
PHY00111,Psychiatry,MI,2024-05-18,521.79,Travel & Lodging,MedCore Ltd
PHY00338,Endocrinology,CA,2024-04-13,111.62,Royalty,Acme Pharma
PHY00152,Endocrinology,TX,2024-06-13,106.42,Research Payment,Acme Pharma
PHY00101,General Practice,MI,2024-06-12,422.41,Royalty,BioGen Solutions
PHY00064,Cardiology,FL,2024-03-31,331.79,Research Payment,BioGen Solutions
PHY00140,Cardiology,NY,2024-09-02,428.9,Research Payment,NovaHealth Inc
PHY00395,Endocrinology,PA,2025-05-01,337.97,Meal,Acme Pharma
PHY00046,Neurology,NY,2025-06-07,162.09,Royalty,Acme Pharma
PHY00371,Neurology,CA,2024-05-26,82.17,Meal,MedCore Ltd
PHY00070,Rheumatology,FL,2025-11-25,253.32,Speaker Fee,MedCore Ltd
PHY00102,Oncology,NY,2025-08-09,527.29,Travel & Lodging,BioGen Solutions
PHY00192,Endocrinology,NC,2025-05-13,102.48,Speaker Fee,Acme Pharma
PHY00179,Cardiology,NY,2024-03-22,3079.2,Meal,BioGen Solutions
PHY00365,General Practice,CA,2024-06-11,60.2,Consulting Fee,MedCore Ltd
PHY00116,Neurology,IL,2024-12-02,498.83,Royalty,Acme Pharma
PHY00287,Cardiology,NY,2025-12-20,7.18,Speaker Fee,MedCore Ltd
PHY00022,Pulmonology,CA,2024-12-14,3596.41,Research Payment,MedCore Ltd
PHY00204,Cardiology,NY,2024-07-12,425.0,Consulting Fee,MedCore Ltd
PHY00035,Rheumatology,NC,2025-11-26,1388.97,Travel & Lodging,BioGen Solutions
PHY00370,General Practice,FL,2024-09-20,289.78,Speaker Fee,Acme Pharma
PHY00488,Neurology,NC,2024-11-22,1044.32,Research Payment,Acme Pharma
PHY00232,Neurology,MI,2025-10-09,43.49,Research Payment,MedCore Ltd
PHY00128,Cardiology,MI,2024-07-19,493.44,Speaker Fee,BioGen Solutions
PHY00104,Neurology,PA,2025-06-18,419.72,Consulting Fee,NovaHealth Inc
PHY00430,Neurology,PA,2025-01-18,430.26,Royalty,MedCore Ltd
PHY00461,Oncology,PA,2025-11-15,26.39,Speaker Fee,Acme Pharma
PHY00061,Endocrinology,IL,2024-03-23,25.22,Consulting Fee,BioGen Solutions
PHY00162,Cardiology,NY,2025-01-14,316.07,Royalty,MedCore Ltd
PHY00322,Pulmonology,PA,2025-03-25,794.39,Meal,NovaHealth Inc
PHY00295,Oncology,PA,2025-03-26,1077.99,Royalty,MedCore Ltd
PHY00382,Rheumatology,NY,2025-07-20,175.2,Research Payment,BioGen Solutions
PHY00321,Psychiatry,NY,2024-08-20,523.24,Royalty,Acme Pharma
PHY00269,General Practice,OH,2025-06-16,150.24,Consulting Fee,NovaHealth Inc
PHY00031,Pulmonology,NC,2024-12-02,46.55,Royalty,NovaHealth Inc
PHY00010,Oncology,NY,2025-04-28,112.31,Speaker Fee,NovaHealth Inc
PHY00178,Endocrinology,GA,2025-02-15,307.02,Royalty,MedCore Ltd
PHY00053,Endocrinology,CA,2025-02-11,458.76,Meal,Acme Pharma
PHY00059,Endocrinology,CA,2025-04-15,30.39,Speaker Fee,MedCore Ltd
PHY00119,Psychiatry,MI,2024-10-16,365.87,Travel & Lodging,Acme Pharma
PHY00204,Cardiology,NY,2025-07-14,78.49,Consulting Fee,BioGen Solutions
PHY00241,Oncology,TX,2024-06-02,562.65,Consulting Fee,BioGen Solutions
PHY00088,Cardiology,MI,2025-01-24,1661.2,Research Payment,MedCore Ltd
PHY00377,Neurology,MI,2024-06-05,305.48,Speaker Fee,MedCore Ltd
PHY00452,Rheumatology,NC,2025-09-03,69.16,Speaker Fee,BioGen Solutions
PHY00307,Neurology,FL,2024-05-20,25.65,Meal,BioGen Solutions
PHY00421,Oncology,IL,2025-02-04,58.74,Speaker Fee,BioGen Solutions
PHY00218,Pulmonology,OH,2025-12-29,457.92,Research Payment,Acme Pharma
PHY00417,Pulmonology,MI,2025-06-19,91.86,Meal,BioGen Solutions
PHY00273,Psychiatry,CA,2025-03-27,68.96,Research Payment,MedCore Ltd
PHY00467,Psychiatry,GA,2025-12-23,871.47,Meal,Acme Pharma
PHY00298,General Practice,OH,2024-04-10,13.33,Consulting Fee,BioGen Solutions
PHY00303,Endocrinology,GA,2025-05-10,235.99,Speaker Fee,MedCore Ltd
PHY00462,Pulmonology,GA,2024-08-14,132.98,Consulting Fee,Acme Pharma
PHY00210,Pulmonology,IL,2025-01-31,204.93,Meal,BioGen Solutions
PHY00386,Psychiatry,IL,2025-06-11,750.35,Royalty,MedCore Ltd
PHY00470,Neurology,FL,2024-04-09,165.6,Research Payment,BioGen Solutions
PHY00173,Endocrinology,NC,2024-06-10,548.65,Meal,NovaHealth Inc
PHY00003,Pulmonology,CA,2024-01-28,200.88,Royalty,MedCore Ltd
PHY00428,Neurology,OH,2024-05-28,162.05,Consulting Fee,MedCore Ltd
PHY00021,Rheumatology,GA,2024-09-08,2585.4,Travel & Lodging,BioGen Solutions
PHY00013,Endocrinology,TX,2024-11-08,453.63,Research Payment,MedCore Ltd
PHY00303,Endocrinology,GA,2024-02-22,496.54,Speaker Fee,NovaHealth Inc
PHY00013,Endocrinology,TX,2025-11-07,302.41,Travel & Lodging,Acme Pharma
PHY00387,Endocrinology,NC,2024-04-20,270.1,Royalty,Acme Pharma
PHY00268,Psychiatry,NC,2024-06-30,732.77,Consulting Fee,MedCore Ltd
PHY00378,Cardiology,MI,2024-07-06,78.4,Speaker Fee,NovaHealth Inc
PHY00321,Psychiatry,NY,2024-04-28,577.36,Meal,NovaHealth Inc
PHY00460,Endocrinology,NC,2025-05-16,579.3,Research Payment,NovaHealth Inc
PHY00187,Oncology,OH,2024-06-23,183.97,Royalty,BioGen Solutions
PHY00480,Neurology,OH,2025-05-15,308.18,Consulting Fee,Acme Pharma
PHY00055,General Practice,MI,2025-06-02,55.32,Travel & Lodging,Acme Pharma
PHY00484,Rheumatology,MI,2025-10-08,42.05,Meal,BioGen Solutions
PHY00307,Neurology,FL,2025-04-01,1112.45,Consulting Fee,MedCore Ltd
PHY00456,Endocrinology,MI,2024-02-14,303.59,Royalty,BioGen Solutions
PHY00132,Pulmonology,FL,2025-09-07,216.18,Meal,BioGen Solutions
PHY00428,Neurology,OH,2024-08-05,34.06,Meal,NovaHealth Inc
PHY00104,Neurology,PA,2025-01-27,306.54,Meal,NovaHealth Inc
PHY00331,Cardiology,IL,2024-05-22,36.15,Meal,NovaHealth Inc
PHY00233,Neurology,CA,2025-06-12,110.55,Speaker Fee,Acme Pharma
PHY00026,Rheumatology,MI,2024-01-25,119.42,Speaker Fee,BioGen Solutions
PHY00301,Cardiology,GA,2024-12-04,361.71,Meal,BioGen Solutions
PHY00351,Neurology,PA,2025-02-15,157.04,Travel & Lodging,BioGen Solutions
PHY00321,Psychiatry,NY,2024-02-18,204.04,Royalty,MedCore Ltd
PHY00057,Psychiatry,PA,2025-07-12,403.33,Consulting Fee,NovaHealth Inc
PHY00242,General Practice,IL,2024-01-05,37.14,Royalty,Acme Pharma
PHY00434,Psychiatry,FL,2025-02-25,240.14,Travel & Lodging,NovaHealth Inc
PHY00015,Psychiatry,OH,2025-07-26,536.78,Royalty,NovaHealth Inc
PHY00078,Neurology,OH,2025-12-14,305.39,Royalty,Acme Pharma
PHY00223,Rheumatology,MI,2024-01-03,192.31,Meal,Acme Pharma
PHY00235,Neurology,OH,2025-09-11,55.78,Consulting Fee,Acme Pharma
PHY00240,Psychiatry,MI,2024-11-26,418.82,Meal,MedCore Ltd
PHY00070,Rheumatology,FL,2025-11-11,381.96,Meal,BioGen Solutions
PHY00252,Cardiology,NC,2025-07-13,471.55,Royalty,Acme Pharma
PHY00332,Cardiology,OH,2024-05-18,213.76,Research Payment,Acme Pharma
PHY00274,Psychiatry,NC,2024-01-19,133.38,Speaker Fee,NovaHealth Inc
PHY00390,Cardiology,IL,2024-09-16,123.09,Meal,BioGen Solutions
PHY00285,Oncology,FL,2025-07-24,1253.2,Travel & Lodging,Acme Pharma
PHY00336,Psychiatry,CA,2025-03-25,74.14,Speaker Fee,BioGen Solutions
PHY00008,Pulmonology,PA,2024-05-20,399.09,Meal,BioGen Solutions
PHY00094,Rheumatology,IL,2025-03-02,461.52,Consulting Fee,BioGen Solutions
PHY00084,Psychiatry,NC,2025-08-22,480.48,Meal,Acme Pharma
PHY00421,Oncology,IL,2024-03-14,403.72,Meal,Acme Pharma
PHY00476,Psychiatry,TX,2025-05-26,1261.92,Research Payment,MedCore Ltd
PHY00170,Rheumatology,FL,2024-11-17,323.71,Travel & Lodging,NovaHealth Inc
PHY00101,General Practice,MI,2024-06-03,238.96,Research Payment,Acme Pharma
PHY00010,Oncology,NY,2024-09-21,136.47,Royalty,MedCore Ltd
PHY00247,Cardiology,CA,2025-10-28,242.59,Consulting Fee,Acme Pharma
PHY00327,Endocrinology,TX,2025-02-07,511.85,Research Payment,NovaHealth Inc
PHY00163,Psychiatry,NC,2025-09-02,276.06,Royalty,Acme Pharma
PHY00274,Psychiatry,NC,2025-11-15,495.36,Meal,Acme Pharma
PHY00468,Cardiology,CA,2025-11-23,1279.79,Speaker Fee,Acme Pharma
PHY00058,Cardiology,IL,2024-06-02,54.94,Research Payment,MedCore Ltd
PHY00116,Neurology,IL,2024-09-22,439.04,Research Payment,NovaHealth Inc
PHY00193,Cardiology,NY,2025-02-04,538.63,Royalty,NovaHealth Inc
PHY00237,Rheumatology,MI,2025-08-02,38.54,Travel & Lodging,Acme Pharma
PHY00099,Rheumatology,OH,2025-08-10,2644.04,Speaker Fee,BioGen Solutions
PHY00403,Endocrinology,FL,2024-04-18,623.36,Speaker Fee,MedCore Ltd
PHY00133,Cardiology,GA,2025-02-08,172.66,Royalty,MedCore Ltd
PHY00279,Cardiology,PA,2024-03-24,42.89,Research Payment,MedCore Ltd
PHY00041,Endocrinology,OH,2025-01-02,241.17,Travel & Lodging,MedCore Ltd
PHY00103,Oncology,IL,2025-07-11,10.75,Travel & Lodging,MedCore Ltd
PHY00447,Endocrinology,PA,2024-07-07,310.67,Meal,NovaHealth Inc
PHY00477,Cardiology,MI,2025-06-19,871.49,Speaker Fee,Acme Pharma
PHY00433,Pulmonology,GA,2025-04-15,137.49,Research Payment,MedCore Ltd
PHY00116,Neurology,IL,2024-10-05,200.21,Research Payment,NovaHealth Inc
PHY00169,General Practice,GA,2025-05-23,544.24,Consulting Fee,MedCore Ltd
PHY00054,Neurology,FL,2024-11-21,101.72,Research Payment,MedCore Ltd
PHY00003,Pulmonology,CA,2025-01-18,71.68,Travel & Lodging,NovaHealth Inc
PHY00303,Endocrinology,GA,2024-02-07,648.28,Consulting Fee,Acme Pharma
PHY00397,Psychiatry,PA,2024-12-08,1218.53,Speaker Fee,NovaHealth Inc
PHY00030,Neurology,TX,2025-12-02,123.37,Travel & Lodging,NovaHealth Inc
PHY00185,Cardiology,OH,2025-01-16,590.55,Travel & Lodging,BioGen Solutions
PHY00374,Psychiatry,TX,2025-07-04,570.46,Royalty,Acme Pharma
PHY00456,Endocrinology,MI,2024-09-28,99.35,Travel & Lodging,BioGen Solutions
PHY00287,Cardiology,NY,2024-07-20,30.02,Speaker Fee,NovaHealth Inc
PHY00273,Psychiatry,CA,2025-07-13,287.07,Meal,BioGen Solutions
PHY00153,Cardiology,NY,2025-09-26,154.35,Consulting Fee,BioGen Solutions
PHY00217,Neurology,IL,2025-07-16,330.38,Meal,Acme Pharma
PHY00489,Cardiology,OH,2024-03-28,159.85,Travel & Lodging,NovaHealth Inc
PHY00001,General Practice,IL,2025-02-10,155.41,Speaker Fee,BioGen Solutions
PHY00126,Psychiatry,MI,2024-11-08,669.63,Research Payment,Acme Pharma
PHY00141,Psychiatry,CA,2025-08-04,116.66,Royalty,MedCore Ltd
PHY00308,Oncology,MI,2024-09-01,414.64,Meal,MedCore Ltd
PHY00175,Psychiatry,MI,2024-04-18,623.11,Consulting Fee,Acme Pharma
PHY00451,Rheumatology,IL,2025-04-18,422.01,Meal,NovaHealth Inc
PHY00369,Endocrinology,NY,2024-02-12,128.81,Meal,BioGen Solutions
PHY00488,Neurology,NC,2024-03-18,39.59,Travel & Lodging,Acme Pharma
PHY00339,Neurology,IL,2024-06-16,159.42,Travel & Lodging,Acme Pharma
PHY00193,Cardiology,NY,2025-03-28,566.0,Research Payment,MedCore Ltd
PHY00320,Rheumatology,FL,2025-04-27,405.52,Travel & Lodging,MedCore Ltd
PHY00080,Neurology,IL,2025-07-08,64.04,Royalty,BioGen Solutions
PHY00313,Neurology,NC,2025-06-02,72.64,Royalty,MedCore Ltd
PHY00375,Cardiology,GA,2025-03-26,48.69,Meal,Acme Pharma
PHY00113,Psychiatry,OH,2024-01-12,554.72,Royalty,Acme Pharma
PHY00331,Cardiology,IL,2024-10-09,550.91,Research Payment,Acme Pharma
PHY00412,Psychiatry,IL,2024-03-09,207.51,Royalty,MedCore Ltd
PHY00059,Endocrinology,CA,2024-02-02,128.64,Travel & Lodging,NovaHealth Inc
PHY00197,Oncology,FL,2025-03-25,31.54,Royalty,BioGen Solutions
PHY00167,Psychiatry,IL,2025-03-27,125.11,Travel & Lodging,MedCore Ltd
PHY00310,Rheumatology,MI,2025-04-21,368.0,Meal,Acme Pharma
PHY00280,Oncology,MI,2024-12-03,236.81,Speaker Fee,Acme Pharma
PHY00322,Pulmonology,PA,2025-06-01,177.56,Speaker Fee,Acme Pharma
PHY00412,Psychiatry,IL,2024-11-13,49.14,Meal,Acme Pharma
PHY00433,Pulmonology,GA,2025-11-19,326.1,Meal,BioGen Solutions
PHY00387,Endocrinology,NC,2024-04-07,30.06,Meal,MedCore Ltd
PHY00074,Oncology,CA,2024-06-14,209.84,Royalty,NovaHealth Inc
PHY00427,Cardiology,NC,2025-03-14,221.39,Royalty,MedCore Ltd
PHY00108,Neurology,FL,2025-02-06,305.77,Meal,BioGen Solutions
PHY00367,Rheumatology,NC,2025-02-17,1273.39,Royalty,BioGen Solutions
PHY00283,Rheumatology,IL,2024-03-13,769.95,Consulting Fee,MedCore Ltd
PHY00048,General Practice,MI,2024-11-21,63.62,Meal,NovaHealth Inc
PHY00413,Rheumatology,FL,2025-03-27,81.37,Consulting Fee,BioGen Solutions
PHY00154,Endocrinology,OH,2024-09-22,51.66,Travel & Lodging,MedCore Ltd
PHY00405,Psychiatry,PA,2024-09-04,449.66,Royalty,MedCore Ltd
PHY00098,Neurology,PA,2025-02-17,86.71,Consulting Fee,Acme Pharma
PHY00068,Cardiology,OH,2024-01-07,1871.45,Consulting Fee,Acme Pharma
PHY00164,Neurology,OH,2024-03-23,214.49,Research Payment,NovaHealth Inc
PHY00106,Oncology,IL,2024-09-18,444.51,Royalty,Acme Pharma
